Y,X_1,X_2,Z,e
34.15221692776081,0.9945856141598464,0.01704777020567716,2.84028010920458,17.474657257136155
-33.54405153255908,0.4158782608380758,0.3476555819850311,1.7458265776282795,-43.23745404215149
199.1543587494729,0.40571730200551037,0.2323904494106035,0.019200696690697683,193.3616129878046
81.00259116385295,0.07028734370349643,0.521851520858038,1.1276446884661118,75.47887378731166
-75.9651232639725,0.3398839820663917,0.6474931479229836,0.325818795772832,-82.95808011995103
136.5128353509868,0.9259570594117673,0.4304993842886692,1.8000247497604582,121.36171710448218
34.187343704231395,0.9445895616369004,0.42382438542087675,3.0254927992059635,16.41898933318783
-35.752335436963584,0.4051362823041753,0.7419336874917304,2.9164754554553083,-48.862450233391144
177.66093035389383,0.3240350789148374,0.46812295448907615,1.3649614922762099,169.2862877167258
-82.12506429389272,0.9270466682491413,0.7048251273256569,3.126360008474007,-100.76272637530911
157.38903801962374,0.7804531164413752,0.6437067762505944,2.4151162225847767,141.82315408128866
14.298521770858615,0.9167336530893799,0.18855790967868657,4.0973072343095325,-4.629102957690309
-52.52563486325397,0.8409131523468732,0.8269245085970198,4.126015366372785,-72.66757064525933
-36.94644668506051,0.7354741522506827,0.22738271909860097,4.661720387930362,-55.30677714072386
102.04895429300134,0.42717110879014,0.04062468090500093,2.849615178696002,90.95613880499293
115.22948369125157,0.7111955878602967,0.9877046134930835,1.8469356061379965,100.46054275989336
-57.26381950331467,0.29921355787652704,0.7124338189860606,0.7230462252882203,-64.83934898961456
-7.461707717700225,0.9559399708589889,0.4986655582087651,1.5457472151032603,-22.60859853112293
102.31761202753111,0.24066024834412325,0.15210657362254543,1.1946142674126596,96.06546128839692
32.5288716862448,0.5408365768122826,0.6634724624459755,0.38918189745380416,23.35172473587644
95.24091023161138,0.7165766432640804,0.17294409828639934,0.3471210253087009,85.86206945349397
70.92983103251355,0.8685765832038415,0.0238063264047228,3.491862033425707,54.188922154409546
137.33471345824694,0.8745859696135239,0.4293760492499237,4.262954361235712,117.77481689189051
-93.87739200895352,0.9810885324442228,0.06710910150183802,1.7427890834009445,-108.37518280470316
-61.65921802259331,0.5238454310506349,0.7685118589940301,3.804981312975262,-77.81317053603227
81.36703791743972,0.13805601453451533,0.4521011662620501,4.799626151196429,68.03092197091556
-61.882287976439216,0.12906265575604337,0.449924108536193,0.8432002853622655,-67.20908743033276
46.93614557488399,0.6823284953164352,0.6461367348156236,3.782171600197719,29.610107216877328
-95.68998181405937,0.14196997854266036,0.013973039963734668,2.711171710499084,-103.57394414037535
